"file","match","reason"
"2026-04-02-model-eval-scorecard.md","Claude Opus 4.6","Not listed in official Anthropic model references."
"2026-04-02-model-eval-scorecard.md","Claude Opus 4.6","Not listed in official Anthropic model references."
"2026-04-02-model-eval-scorecard.md","Claude Opus 4.6","Not listed in official Anthropic model references."
"2026-04-02-model-eval-scorecard.md","Claude Opus 4.6","Not listed in official Anthropic model references."
"2026-04-02-model-eval-scorecard.md","Claude Opus 4.6","Not listed in official Anthropic model references."
"2026-04-02-model-eval-scorecard.md","Claude Opus 4.6","Not listed in official Anthropic model references."
"2026-04-02-model-eval-scorecard.md","Claude Opus 4.6","Not listed in official Anthropic model references."
"2026-04-02-model-eval-scorecard.md","Claude Opus 4.6","Not listed in official Anthropic model references."
"2026-04-02-model-eval-scorecard.md","Claude Opus 4.6","Not listed in official Anthropic model references."
"2026-04-02-model-eval-scorecard.md","Claude Opus 4.6","Not listed in official Anthropic model references."
"2026-04-02-model-eval-scorecard.md","Claude Opus 4.6","Not listed in official Anthropic model references."
"2026-04-03-model-eval-scorecard.md","Claude Opus 4.6","Not listed in official Anthropic model references."
"2026-04-03-model-eval-scorecard.md","Claude Opus 4.6","Not listed in official Anthropic model references."
"2026-04-03-model-eval-scorecard.md","Claude Opus 4.6","Not listed in official Anthropic model references."
"2026-04-03-model-eval-scorecard.md","Claude Opus 4.6","Not listed in official Anthropic model references."
"2026-04-03-model-eval-scorecard.md","Claude Opus 4.6","Not listed in official Anthropic model references."
"2026-04-03-model-eval-scorecard.md","Claude Opus 4.6","Not listed in official Anthropic model references."
"2026-04-03-model-eval-scorecard.md","Claude Opus 4.6","Not listed in official Anthropic model references."
"2026-04-03-model-eval-scorecard.md","Claude Opus 4.6","Not listed in official Anthropic model references."
"2026-04-03-model-eval-scorecard.md","Claude Opus 4.6","Not listed in official Anthropic model references."
"2026-04-03-model-eval-scorecard.md","Claude Opus 4.6","Not listed in official Anthropic model references."
"2026-04-03-model-eval-scorecard.md","Claude Opus 4.6","Not listed in official Anthropic model references."
"2026-04-04-model-eval-scorecard.md","Claude Opus 4.6","Not listed in official Anthropic model references."
"2026-04-04-model-eval-scorecard.md","Claude Opus 4.6","Not listed in official Anthropic model references."
"2026-04-04-model-eval-scorecard.md","Claude Opus 4.6","Not listed in official Anthropic model references."
"2026-04-04-model-eval-scorecard.md","Claude Opus 4.6","Not listed in official Anthropic model references."
"2026-04-04-model-eval-scorecard.md","Claude Opus 4.6","Not listed in official Anthropic model references."
"2026-04-04-model-eval-scorecard.md","Claude Opus 4.6","Not listed in official Anthropic model references."
"2026-04-04-model-eval-scorecard.md","Claude Opus 4.6","Not listed in official Anthropic model references."
"2026-04-04-model-eval-scorecard.md","Claude Opus 4.6","Not listed in official Anthropic model references."
"2026-04-04-model-eval-scorecard.md","Claude Opus 4.6","Not listed in official Anthropic model references."
"2026-04-04-model-eval-scorecard.md","Claude Opus 4.6","Not listed in official Anthropic model references."
"2026-04-04-model-eval-scorecard.md","Claude Opus 4.6","Not listed in official Anthropic model references."
"2026-04-05-model-eval-scorecard.md","Claude Opus 4.6","Not listed in official Anthropic model references."
"2026-04-05-model-eval-scorecard.md","Claude Opus 4.6","Not listed in official Anthropic model references."
"2026-04-05-model-eval-scorecard.md","Claude Opus 4.6","Not listed in official Anthropic model references."
"2026-04-05-model-eval-scorecard.md","Claude Opus 4.6","Not listed in official Anthropic model references."
"2026-04-05-model-eval-scorecard.md","Claude Opus 4.6","Not listed in official Anthropic model references."
"2026-04-05-model-eval-scorecard.md","Claude Opus 4.6","Not listed in official Anthropic model references."
"2026-04-05-model-eval-scorecard.md","Claude Opus 4.6","Not listed in official Anthropic model references."
"2026-04-05-model-eval-scorecard.md","Claude Opus 4.6","Not listed in official Anthropic model references."
"2026-04-05-model-eval-scorecard.md","Claude Opus 4.6","Not listed in official Anthropic model references."
"2026-04-05-model-eval-scorecard.md","Claude Opus 4.6","Not listed in official Anthropic model references."
"2026-04-05-model-eval-scorecard.md","Claude Opus 4.6","Not listed in official Anthropic model references."
"2026-04-06-model-eval-scorecard.md","Claude Opus 4.6","Not listed in official Anthropic model references."
"2026-04-06-model-eval-scorecard.md","Claude Opus 4.6","Not listed in official Anthropic model references."
"2026-04-06-model-eval-scorecard.md","Claude Opus 4.6","Not listed in official Anthropic model references."
"2026-04-06-model-eval-scorecard.md","Claude Opus 4.6","Not listed in official Anthropic model references."
"2026-04-06-model-eval-scorecard.md","Claude Opus 4.6","Not listed in official Anthropic model references."
"2026-04-06-model-eval-scorecard.md","Claude Opus 4.6","Not listed in official Anthropic model references."
"2026-04-06-model-eval-scorecard.md","Claude Opus 4.6","Not listed in official Anthropic model references."
"2026-04-06-model-eval-scorecard.md","Claude Opus 4.6","Not listed in official Anthropic model references."
"2026-04-06-model-eval-scorecard.md","Claude Opus 4.6","Not listed in official Anthropic model references."
"2026-04-06-model-eval-scorecard.md","Claude Opus 4.6","Not listed in official Anthropic model references."
"2026-04-06-model-eval-scorecard.md","Claude Opus 4.6","Not listed in official Anthropic model references."
"2026-04-08-model-eval-scorecard.md","Claude Opus 4.6","Not listed in official Anthropic model references."
"2026-04-08-model-eval-scorecard.md","Claude Opus 4.6","Not listed in official Anthropic model references."
"2026-04-08-model-eval-scorecard.md","Claude Opus 4.6","Not listed in official Anthropic model references."
"2026-04-08-model-eval-scorecard.md","Claude Opus 4.6","Not listed in official Anthropic model references."
"2026-04-08-model-eval-scorecard.md","Claude Opus 4.6","Not listed in official Anthropic model references."
"2026-04-08-model-eval-scorecard.md","Claude Opus 4.6","Not listed in official Anthropic model references."
"2026-04-08-model-eval-scorecard.md","Claude Opus 4.6","Not listed in official Anthropic model references."
"2026-04-08-model-eval-scorecard.md","Claude Opus 4.6","Not listed in official Anthropic model references."
"2026-04-08-model-eval-scorecard.md","Claude Opus 4.6","Not listed in official Anthropic model references."
"2026-04-08-model-eval-scorecard.md","Claude Opus 4.6","Not listed in official Anthropic model references."
"2026-04-08-model-eval-scorecard.md","Claude Opus 4.6","Not listed in official Anthropic model references."
"2026-04-08-model-eval-scorecard.md","Claude Opus 4.6","Not listed in official Anthropic model references."
"first-post.md","5.3-Codex-Spark","Not listed in official OpenAI model references."
"first-post.md","Claude Opus 4.6","Not listed in official Anthropic model references."
"first-post.md","Kimi K2.5","Public provider docs could not be validated in this build."
